experiment,bw_gbps,epsilon_abs,epsilon_norm,token_ref,object_id,object_type,n_tokens,p_reuse,q_star_offline,q_star_pred,offline_cost,predicted_cost
H5,0.5,36.3665,0.0005,72733,wNBG8Gp_15:session_prefix,sharegpt_session_prefix,1420,0.774138,int4,full,140.751182,170.4
H5,0.5,36.3665,0.0005,72733,UGg8d44_37:session_prefix,sharegpt_session_prefix,1309,0.830172,int4,full,126.262854,157.08
H5,0.5,36.3665,0.0005,72733,ng7rjf6_0:session_prefix,sharegpt_session_prefix,1425,0.68477,int4,full,141.158589,171.0
H5,0.5,36.3665,0.0005,72733,LINiOhS_4:session_prefix,sharegpt_session_prefix,1863,0.512069,int4,full,204.937293,223.56
H5,0.5,36.3665,0.0005,72733,ACt45V7_11:session_prefix,sharegpt_session_prefix,1030,0.923276,int4,full,92.575382,123.6
H5,0.5,36.3665,0.0005,72733,b5AqyBf_0:session_prefix,sharegpt_session_prefix,1144,0.830172,int4,full,105.678427,137.28
H5,0.5,36.3665,0.0005,72733,THAybyi_0:session_prefix,sharegpt_session_prefix,1091,0.830172,int4,full,99.371461,130.92
H5,0.5,36.3665,0.0005,72733,yn2eWCt_0:session_prefix,sharegpt_session_prefix,1119,0.774138,int4,full,102.516861,134.28
H5,0.5,36.3665,0.0005,72733,6YMEjv4_0:session_prefix,sharegpt_session_prefix,958,0.86954,int4,int8,84.315682,113.165108
H5,0.5,36.3665,0.0005,72733,ZUkSe7V_1:session_prefix,sharegpt_session_prefix,1060,0.774138,int4,full,95.583118,127.2
H5,0.5,36.3665,0.0005,72733,fud9GZG_19:session_prefix,sharegpt_session_prefix,1060,0.774138,int4,full,95.583118,127.2
H5,0.5,36.3665,0.0005,72733,fud9GZG_27:session_prefix,sharegpt_session_prefix,1060,0.774138,int4,full,95.583118,127.2
H5,0.5,36.3665,0.0005,72733,NhvViwM_0:session_prefix,sharegpt_session_prefix,884,0.86954,int4,int8,76.277435,101.820332
H5,0.5,36.3665,0.0005,72733,hRPPgZT_11:session_prefix,sharegpt_session_prefix,1074,0.68477,int4,full,96.943679,128.88
H5,0.5,36.3665,0.0005,72733,etlVnIy_13:session_prefix,sharegpt_session_prefix,1058,0.68477,int4,full,95.083193,126.96
H5,0.5,36.3665,0.0005,72733,pngR6CU_0:session_prefix,sharegpt_session_prefix,908,0.774138,int4,int8,78.566549,105.451961
H5,0.5,36.3665,0.0005,72733,dcTB2RK_0:session_prefix,sharegpt_session_prefix,866,0.774138,int4,int8,74.079693,99.126697
H5,0.5,36.3665,0.0005,72733,J410gdS_7:session_prefix,sharegpt_session_prefix,839,0.774138,int4,int8,71.244465,95.134599
H5,0.5,36.3665,0.0005,72733,BmS3AX0_10:session_prefix,sharegpt_session_prefix,735,0.774138,int4,int8,60.683231,80.299837
H5,0.5,36.3665,0.0005,72733,DhelrJT_0:session_prefix,sharegpt_session_prefix,739,0.68477,int4,int8,60.810769,80.854486
H5,0.5,36.3665,0.0005,72733,idMLILF_14:session_prefix,sharegpt_session_prefix,726,0.68477,int4,int8,59.528021,79.056534
H5,0.5,36.3665,0.0005,72733,ncJJfCQ_0:session_prefix,sharegpt_session_prefix,877,0.512069,int4,int8,74.459614,100.769742
H5,0.5,36.3665,0.0005,72733,wpSappl_0:session_prefix,sharegpt_session_prefix,505,0.86954,sparse_k,int4,39.471364,43.597869
H5,0.5,36.3665,0.0005,72733,j0gtTrY_0:session_prefix,sharegpt_session_prefix,495,0.830172,sparse_k,int4,38.3783,42.005952
H5,0.5,36.3665,0.0005,72733,hRPPgZT_17:session_prefix,sharegpt_session_prefix,795,0.512069,int4,int8,65.920353,88.753287
H5,0.5,36.3665,0.0005,72733,LINiOhS_0:session_prefix,sharegpt_session_prefix,791,0.512069,int4,int8,65.512885,88.180809
H5,0.5,36.3665,0.0005,72733,H1aZlSE_0:session_prefix,sharegpt_session_prefix,787,0.512069,int4,int8,65.106261,87.609604
H5,0.5,36.3665,0.0005,72733,jbL4U2H_0:session_prefix,sharegpt_session_prefix,764,0.512069,int4,int8,62.784568,84.349893
H5,0.5,36.3665,0.0005,72733,mxEe31E_0:session_prefix,sharegpt_session_prefix,535,0.68477,int4,int4,41.710055,48.564651
H5,0.5,36.3665,0.0005,72733,UGg8d44_60:session_prefix,sharegpt_session_prefix,629,0.512069,int4,int4,49.720307,65.982772
H5,0.5,36.3665,0.0005,72733,88iCu0j_11:session_prefix,sharegpt_session_prefix,571,0.512069,int4,int4,44.403012,54.903028
H5,0.5,36.3665,0.0005,72733,sUO0XFL_0:session_prefix,sharegpt_session_prefix,567,0.512069,int4,int4,44.042848,54.178387
H5,0.5,36.3665,0.0005,72733,UQWWfNB_0:session_prefix,sharegpt_session_prefix,372,0.68477,sparse_k,int4,26.759779,25.029587
H5,0.5,36.3665,0.0005,72733,juND8Ql_0:session_prefix,sharegpt_session_prefix,471,0.512069,sparse_k,int4,35.124472,38.315251
H5,0.5,36.3665,0.0005,72733,WJidmXp_0:session_prefix,sharegpt_session_prefix,342,0.68477,sparse_k,int4,24.259572,21.619701
H5,0.5,36.3665,0.0005,72733,o67mG13_0:session_prefix,sharegpt_session_prefix,366,0.512069,sparse_k,int4,25.734507,24.324686
H5,0.5,36.3665,0.0005,72733,rag:topic_bucket:20,rag_topic_chunk,220,0.761207,sparse_k,int4,15.239232,10.704879
H5,0.5,36.3665,0.0005,72733,X1NXUxZ_0:session_prefix,sharegpt_session_prefix,210,0.774138,sparse_k,int4,14.585192,10.020355
H5,0.5,36.3665,0.0005,72733,rag:topic_bucket:13,rag_topic_chunk,188,0.857759,sparse_k,int4,13.346666,8.626472
H5,0.5,36.3665,0.0005,72733,rag:topic_bucket:22,rag_topic_chunk,220,0.731034,sparse_k,int4,15.148715,10.704879
H5,0.5,36.3665,0.0005,72733,rag:topic_bucket:00,rag_topic_chunk,220,0.718966,sparse_k,int4,15.112508,10.704879
H5,0.5,36.3665,0.0005,72733,GG8dVob_0:session_prefix,sharegpt_session_prefix,299,0.512069,sparse_k,int4,20.313208,17.231899
H5,0.5,36.3665,0.0005,72733,wNBG8Gp_80:session_prefix,sharegpt_session_prefix,210,0.68477,sparse_k,int4,14.317088,10.020355
H5,0.5,36.3665,0.0005,72733,rag:topic_bucket:01,rag_topic_chunk,118,0.869828,sparse_k,int4,8.962666,5.216586
H5,0.5,36.3665,0.0005,72733,rag:topic_bucket:16,rag_topic_chunk,146,0.694828,sparse_k,int4,10.147542,6.393331
H5,0.5,36.3665,0.0005,72733,rag:topic_bucket:06,rag_topic_chunk,112,0.773276,sparse_k,sparse_k,8.316707,4.952189
H5,0.5,36.3665,0.0005,72733,rag:topic_bucket:19,rag_topic_chunk,110,0.767241,sparse_k,sparse_k,8.180627,4.851662
H5,0.5,36.3665,0.0005,72733,rag:topic_bucket:11,rag_topic_chunk,82,0.827586,sparse_k,sparse_k,6.75157,3.69501
H5,0.5,36.3665,0.0005,72733,rag:topic_bucket:17,rag_topic_chunk,80,0.761207,sparse_k,sparse_k,6.440396,3.630301
H5,0.5,36.3665,0.0005,72733,UGg8d44_0:session_prefix,sharegpt_session_prefix,103,0.512069,sparse_k,sparse_k,7.005311,4.518622
H5,0.5,36.3665,0.0005,72733,rag:topic_bucket:15,rag_topic_chunk,64,0.821552,sparse_k,sparse_k,5.739391,3.198592
H5,0.5,36.3665,0.0005,72733,rag:topic_bucket:02,rag_topic_chunk,48,0.9,sparse_k,sparse_k,5.118039,2.919708
H5,0.5,36.3665,0.0005,72733,Dk6qZaf_0:session_prefix,sharegpt_session_prefix,84,0.512069,sparse_k,sparse_k,5.917451,3.762106
H5,0.5,36.3665,0.0005,72733,rag:topic_bucket:05,rag_topic_chunk,48,0.84569,sparse_k,sparse_k,4.955108,2.919708
H5,0.5,36.3665,0.0005,72733,rag:topic_bucket:07,rag_topic_chunk,48,0.827586,sparse_k,sparse_k,4.900798,2.919708
H5,0.5,36.3665,0.0005,72733,rag:topic_bucket:23,rag_topic_chunk,50,0.791379,sparse_k,sparse_k,4.897878,2.946211
H5,0.5,36.3665,0.0005,72733,rag:topic_bucket:12,rag_topic_chunk,48,0.797414,sparse_k,sparse_k,4.81028,2.919708
H5,0.5,36.3665,0.0005,72733,rag:topic_bucket:14,rag_topic_chunk,48,0.791379,sparse_k,sparse_k,4.792177,2.919708
H5,0.5,36.3665,0.0005,72733,rag:topic_bucket:04,rag_topic_chunk,48,0.773276,sparse_k,sparse_k,4.737867,2.919708
H5,0.5,36.3665,0.0005,72733,rag:topic_bucket:03,rag_topic_chunk,48,0.761207,sparse_k,sparse_k,4.70166,2.919708
H5,0.5,36.3665,0.0005,72733,rag:topic_bucket:21,rag_topic_chunk,48,0.743103,sparse_k,sparse_k,4.647349,2.919708
H5,0.5,36.3665,0.0005,72733,rag:topic_bucket:08,rag_topic_chunk,48,0.725,sparse_k,sparse_k,4.593039,2.919708
H5,0.5,36.3665,0.0005,72733,rag:topic_bucket:09,rag_topic_chunk,48,0.694828,sparse_k,sparse_k,4.502522,2.919708
H5,0.5,36.3665,0.0005,72733,rag:topic_bucket:10,rag_topic_chunk,48,0.694828,sparse_k,sparse_k,4.502522,2.919708
H5,0.5,36.3665,0.0005,72733,rag:topic_bucket:18,rag_topic_chunk,48,0.676724,sparse_k,sparse_k,4.448211,2.919708
H5,0.5,72.733,0.001,72733,ACt45V7_0:session_prefix,sharegpt_session_prefix,2229,0.86954,int4,full,201.926878,267.48
H5,0.5,72.733,0.001,72733,wNBG8Gp_0:session_prefix,sharegpt_session_prefix,2061,0.923276,int4,full,182.49533,247.32
H5,0.5,72.733,0.001,72733,wNBG8Gp_65:session_prefix,sharegpt_session_prefix,1908,0.899384,int4,full,165.228494,228.96
H5,0.5,72.733,0.001,72733,wNBG8Gp_33:session_prefix,sharegpt_session_prefix,1808,0.943199,int4,full,154.455205,216.96
H5,0.5,72.733,0.001,72733,BmS3AX0_0:session_prefix,sharegpt_session_prefix,1918,0.830172,int4,full,166.12585,230.16
H5,0.5,72.733,0.001,72733,hRPPgZT_0:session_prefix,sharegpt_session_prefix,1823,0.86954,int4,full,155.853109,218.76
H5,0.5,72.733,0.001,72733,UGg8d44_9:session_prefix,sharegpt_session_prefix,1712,0.923276,int4,full,144.175242,205.44
H5,0.5,72.733,0.001,72733,wNBG8Gp_51:session_prefix,sharegpt_session_prefix,1750,0.899384,int4,full,148.119969,210.0
H5,0.5,72.733,0.001,72733,etlVnIy_0:session_prefix,sharegpt_session_prefix,1720,0.899384,int4,full,144.945958,206.4
H5,0.5,72.733,0.001,72733,QWJhYvA_0:session_prefix,sharegpt_session_prefix,1770,0.86954,int4,full,150.159644,212.4
H5,0.5,72.733,0.001,72733,88iCu0j_0:session_prefix,sharegpt_session_prefix,1705,0.86954,int4,full,143.278329,204.6
H5,0.5,72.733,0.001,72733,fud9GZG_0:session_prefix,sharegpt_session_prefix,1784,0.774138,int4,full,151.370165,214.08
H5,0.5,72.733,0.001,72733,vH787Fr_0:session_prefix,sharegpt_session_prefix,1436,0.943199,int4,full,116.207122,172.32
H5,0.5,72.733,0.001,72733,wNBG8Gp_23:session_prefix,sharegpt_session_prefix,1589,0.830172,int4,full,131.15685,190.68
H5,0.5,72.733,0.001,72733,tgKByb7_0:session_prefix,sharegpt_session_prefix,1586,0.830172,int4,full,130.85113,190.32
H5,0.5,72.733,0.001,72733,UGg8d44_47:session_prefix,sharegpt_session_prefix,1505,0.86954,int4,full,122.804596,180.6
H5,0.5,72.733,0.001,72733,fud9GZG_7:session_prefix,sharegpt_session_prefix,1481,0.86954,int4,full,120.418706,177.72
H5,0.5,72.733,0.001,72733,idMLILF_0:session_prefix,sharegpt_session_prefix,1457,0.86954,int4,full,118.048021,174.84
H5,0.5,72.733,0.001,72733,VY7cMKG_0:session_prefix,sharegpt_session_prefix,1437,0.86954,int4,full,116.084065,172.44
H5,0.5,72.733,0.001,72733,fcxU0TT_0:session_prefix,sharegpt_session_prefix,1355,0.86954,int4,int8,108.142242,160.068289
H5,0.5,72.733,0.001,72733,J410gdS_38:session_prefix,sharegpt_session_prefix,1694,0.68477,int4,full,141.570523,203.28
H5,0.5,72.733,0.001,72733,UGg8d44_25:session_prefix,sharegpt_session_prefix,1328,0.86954,int4,int8,105.566096,155.869699
H5,0.5,72.733,0.001,72733,aFQ1wf6_0:session_prefix,sharegpt_session_prefix,1350,0.830172,int4,int8,107.545623,159.287677
H5,0.5,72.733,0.001,72733,wNBG8Gp_15:session_prefix,sharegpt_session_prefix,1420,0.774138,int4,int8,114.136798,170.344292
H5,0.5,72.733,0.001,72733,UGg8d44_37:session_prefix,sharegpt_session_prefix,1309,0.830172,int4,int8,103.646685,152.939731
H5,0.5,72.733,0.001,72733,ng7rjf6_0:session_prefix,sharegpt_session_prefix,1425,0.68477,int4,full,114.35645,171.0
H5,0.5,72.733,0.001,72733,LINiOhS_4:session_prefix,sharegpt_session_prefix,1863,0.512069,int4,full,159.12675,223.56
H5,0.5,72.733,0.001,72733,ACt45V7_11:session_prefix,sharegpt_session_prefix,1030,0.923276,sparse_k,int8,78.465035,112.255197
H5,0.5,72.733,0.001,72733,b5AqyBf_0:session_prefix,sharegpt_session_prefix,1144,0.830172,int4,int8,88.404472,128.349646
H5,0.5,72.733,0.001,72733,THAybyi_0:session_prefix,sharegpt_session_prefix,1091,0.830172,int4,int8,83.660989,120.776158
H5,0.5,72.733,0.001,72733,yn2eWCt_0:session_prefix,sharegpt_session_prefix,1119,0.774138,int4,int8,85.989637,124.757547
H5,0.5,72.733,0.001,72733,6YMEjv4_0:session_prefix,sharegpt_session_prefix,958,0.86954,sparse_k,int8,71.305491,102.467151
H5,0.5,72.733,0.001,72733,ZUkSe7V_1:session_prefix,sharegpt_session_prefix,1060,0.774138,int4,int8,80.752766,116.419662
H5,0.5,72.733,0.001,72733,fud9GZG_19:session_prefix,sharegpt_session_prefix,1060,0.774138,int4,int8,80.752766,116.419662
H5,0.5,72.733,0.001,72733,fud9GZG_27:session_prefix,sharegpt_session_prefix,1060,0.774138,int4,int8,80.752766,116.419662
H5,0.5,72.733,0.001,72733,NhvViwM_0:session_prefix,sharegpt_session_prefix,884,0.86954,sparse_k,int4,64.380134,90.965021
H5,0.5,72.733,0.001,72733,hRPPgZT_11:session_prefix,sharegpt_session_prefix,1074,0.68477,int4,int8,81.718995,118.380414
H5,0.5,72.733,0.001,72733,etlVnIy_13:session_prefix,sharegpt_session_prefix,1058,0.68477,int4,int8,80.308752,116.140455
H5,0.5,72.733,0.001,72733,pngR6CU_0:session_prefix,sharegpt_session_prefix,908,0.774138,sparse_k,int4,66.310291,95.80624
H5,0.5,72.733,0.001,72733,dcTB2RK_0:session_prefix,sharegpt_session_prefix,866,0.774138,sparse_k,int4,62.450363,87.419207
H5,0.5,72.733,0.001,72733,J410gdS_7:session_prefix,sharegpt_session_prefix,839,0.774138,sparse_k,int4,60.015087,82.237252
H5,0.5,72.733,0.001,72733,BmS3AX0_10:session_prefix,sharegpt_session_prefix,735,0.774138,sparse_k,int4,50.97193,63.810722
H5,0.5,72.733,0.001,72733,DhelrJT_0:session_prefix,sharegpt_session_prefix,739,0.68477,sparse_k,int4,51.041741,64.474409
H5,0.5,72.733,0.001,72733,idMLILF_14:session_prefix,sharegpt_session_prefix,726,0.68477,sparse_k,int4,49.946414,62.330598
H5,0.5,72.733,0.001,72733,ncJJfCQ_0:session_prefix,sharegpt_session_prefix,877,0.512069,sparse_k,int4,62.666651,89.577426
H5,0.5,72.733,0.001,72733,wpSappl_0:session_prefix,sharegpt_session_prefix,505,0.86954,sparse_k,int4,33.159992,31.707028
H5,0.5,72.733,0.001,72733,j0gtTrY_0:session_prefix,sharegpt_session_prefix,495,0.830172,sparse_k,int4,32.314408,30.581373
H5,0.5,72.733,0.001,72733,hRPPgZT_17:session_prefix,sharegpt_session_prefix,795,0.512069,sparse_k,int4,55.337594,74.144239
H5,0.5,72.733,0.001,72733,LINiOhS_0:session_prefix,sharegpt_session_prefix,791,0.512069,sparse_k,int4,54.988592,73.430123
H5,0.5,72.733,0.001,72733,H1aZlSE_0:session_prefix,sharegpt_session_prefix,787,0.512069,sparse_k,int4,54.640383,72.71961
H5,0.5,72.733,0.001,72733,jbL4U2H_0:session_prefix,sharegpt_session_prefix,764,0.512069,sparse_k,int4,52.653545,68.704059
H5,0.5,72.733,0.001,72733,mxEe31E_0:session_prefix,sharegpt_session_prefix,535,0.68477,sparse_k,int4,34.817821,35.219073
H5,0.5,72.733,0.001,72733,UGg8d44_60:session_prefix,sharegpt_session_prefix,629,0.512069,sparse_k,int4,41.519551,47.535545
H5,0.5,72.733,0.001,72733,88iCu0j_11:session_prefix,sharegpt_session_prefix,571,0.512069,sparse_k,int4,37.013086,39.700983
H5,0.5,72.733,0.001,72733,sUO0XFL_0:session_prefix,sharegpt_session_prefix,567,0.512069,sparse_k,int4,36.708433,39.188585
H5,0.5,72.733,0.001,72733,UQWWfNB_0:session_prefix,sharegpt_session_prefix,372,0.68477,sparse_k,int4,23.335045,18.577271
H5,0.5,72.733,0.001,72733,juND8Ql_0:session_prefix,sharegpt_session_prefix,471,0.512069,sparse_k,int4,29.634339,27.971653
H5,0.5,72.733,0.001,72733,WJidmXp_0:session_prefix,sharegpt_session_prefix,342,0.68477,sparse_k,int4,21.364941,16.166117
H5,0.5,72.733,0.001,72733,o67mG13_0:session_prefix,sharegpt_session_prefix,366,0.512069,sparse_k,int4,22.419357,18.07883
H5,0.5,72.733,0.001,72733,rag:topic_bucket:20,rag_topic_chunk,220,0.761207,sparse_k,int4,14.041426,8.448172
H5,0.5,72.733,0.001,72733,X1NXUxZ_0:session_prefix,sharegpt_session_prefix,210,0.774138,sparse_k,int4,13.493803,7.964141
H5,0.5,72.733,0.001,72733,rag:topic_bucket:13,rag_topic_chunk,188,0.857759,sparse_k,int4,12.471971,6.978517
H5,0.5,72.733,0.001,72733,rag:topic_bucket:22,rag_topic_chunk,220,0.731034,sparse_k,int4,13.950909,8.448172
H5,0.5,72.733,0.001,72733,rag:topic_bucket:00,rag_topic_chunk,220,0.718966,sparse_k,int4,13.914702,8.448172
H5,0.5,72.733,0.001,72733,GG8dVob_0:session_prefix,sharegpt_session_prefix,299,0.512069,sparse_k,int4,18.100707,13.063472
H5,0.5,72.733,0.001,72733,wNBG8Gp_80:session_prefix,sharegpt_session_prefix,210,0.68477,sparse_k,int4,13.225699,7.964141
H5,0.5,72.733,0.001,72733,rag:topic_bucket:01,rag_topic_chunk,118,0.869828,sparse_k,sparse_k,8.618075,4.050805
H5,0.5,72.733,0.001,72733,rag:topic_bucket:16,rag_topic_chunk,146,0.694828,sparse_k,sparse_k,9.620012,5.162963
H5,0.5,72.733,0.001,72733,rag:topic_bucket:06,rag_topic_chunk,112,0.773276,sparse_k,sparse_k,8.006267,3.855542
H5,0.5,72.733,0.001,72733,rag:topic_bucket:19,rag_topic_chunk,110,0.767241,sparse_k,sparse_k,7.881176,3.793831
H5,0.5,72.733,0.001,72733,rag:topic_bucket:11,rag_topic_chunk,82,0.827586,sparse_k,sparse_k,6.585165,3.10717
H5,0.5,72.733,0.001,72733,rag:topic_bucket:17,rag_topic_chunk,80,0.761207,sparse_k,sparse_k,6.282008,3.070787
H5,0.5,72.733,0.001,72733,UGg8d44_0:session_prefix,sharegpt_session_prefix,103,0.512069,sparse_k,sparse_k,6.742759,3.59114
H5,0.5,72.733,0.001,72733,rag:topic_bucket:15,rag_topic_chunk,64,0.821552,sparse_k,sparse_k,5.638023,2.840503
H5,0.5,72.733,0.001,72733,rag:topic_bucket:02,rag_topic_chunk,48,0.9,sparse_k,sparse_k,5.06102,2.718283
H5,0.5,72.733,0.001,72733,Dk6qZaf_0:session_prefix,sharegpt_session_prefix,84,0.512069,sparse_k,sparse_k,5.742829,3.145242
H5,0.5,72.733,0.001,72733,rag:topic_bucket:05,rag_topic_chunk,48,0.84569,sparse_k,sparse_k,4.898088,2.718283
H5,0.5,72.733,0.001,72733,rag:topic_bucket:07,rag_topic_chunk,48,0.827586,sparse_k,sparse_k,4.843778,2.718283
H5,0.5,72.733,0.001,72733,rag:topic_bucket:23,rag_topic_chunk,50,0.791379,sparse_k,sparse_k,4.836008,2.727651
H5,0.5,72.733,0.001,72733,rag:topic_bucket:12,rag_topic_chunk,48,0.797414,sparse_k,sparse_k,4.753261,2.718283
H5,0.5,72.733,0.001,72733,rag:topic_bucket:14,rag_topic_chunk,48,0.791379,sparse_k,sparse_k,4.735157,2.718283
H5,0.5,72.733,0.001,72733,rag:topic_bucket:04,rag_topic_chunk,48,0.773276,sparse_k,sparse_k,4.680847,2.718283
H5,0.5,72.733,0.001,72733,rag:topic_bucket:03,rag_topic_chunk,48,0.761207,sparse_k,sparse_k,4.64464,2.718283
H5,0.5,72.733,0.001,72733,rag:topic_bucket:21,rag_topic_chunk,48,0.743103,sparse_k,sparse_k,4.59033,2.718283
H5,0.5,72.733,0.001,72733,rag:topic_bucket:08,rag_topic_chunk,48,0.725,sparse_k,sparse_k,4.53602,2.718283
H5,0.5,72.733,0.001,72733,rag:topic_bucket:09,rag_topic_chunk,48,0.694828,sparse_k,sparse_k,4.445502,2.718283
H5,0.5,72.733,0.001,72733,rag:topic_bucket:10,rag_topic_chunk,48,0.694828,sparse_k,sparse_k,4.445502,2.718283
H5,0.5,72.733,0.001,72733,rag:topic_bucket:18,rag_topic_chunk,48,0.676724,sparse_k,sparse_k,4.391192,2.718283
H5,0.5,145.466,0.002,72733,ACt45V7_0:session_prefix,sharegpt_session_prefix,2229,0.86954,int4,full,169.137749,267.48
H5,0.5,145.466,0.002,72733,wNBG8Gp_0:session_prefix,sharegpt_session_prefix,2061,0.923276,sparse_k,full,154.259236,247.32
H5,0.5,145.466,0.002,72733,wNBG8Gp_65:session_prefix,sharegpt_session_prefix,1908,0.899384,sparse_k,int8,139.329347,225.081467
H5,0.5,145.466,0.002,72733,wNBG8Gp_33:session_prefix,sharegpt_session_prefix,1808,0.943199,sparse_k,int8,130.062604,209.687011
H5,0.5,145.466,0.002,72733,BmS3AX0_0:session_prefix,sharegpt_session_prefix,1918,0.830172,sparse_k,int8,140.075142,226.642801
H5,0.5,145.466,0.002,72733,hRPPgZT_0:session_prefix,sharegpt_session_prefix,1823,0.86954,sparse_k,int8,131.235579,211.970808
H5,0.5,145.466,0.002,72733,UGg8d44_9:session_prefix,sharegpt_session_prefix,1712,0.923276,sparse_k,int8,121.213404,195.282753
H5,0.5,145.466,0.002,72733,wNBG8Gp_51:session_prefix,sharegpt_session_prefix,1750,0.899384,sparse_k,int8,124.593606,200.940581
H5,0.5,145.466,0.002,72733,etlVnIy_0:session_prefix,sharegpt_session_prefix,1720,0.899384,sparse_k,int8,121.86547,196.469099
H5,0.5,145.466,0.002,72733,QWJhYvA_0:session_prefix,sharegpt_session_prefix,1770,0.86954,sparse_k,int8,126.335205,203.941468
H5,0.5,145.466,0.002,72733,88iCu0j_0:session_prefix,sharegpt_session_prefix,1705,0.86954,sparse_k,int8,120.420222,194.246789
H5,0.5,145.466,0.002,72733,fud9GZG_0:session_prefix,sharegpt_session_prefix,1784,0.774138,sparse_k,int8,127.33668,206.051561
H5,0.5,145.466,0.002,72733,vH787Fr_0:session_prefix,sharegpt_session_prefix,1436,0.943199,sparse_k,int8,97.274026,155.913577
H5,0.5,145.466,0.002,72733,wNBG8Gp_23:session_prefix,sharegpt_session_prefix,1589,0.830172,sparse_k,int8,110.005954,177.363315
H5,0.5,145.466,0.002,72733,tgKByb7_0:session_prefix,sharegpt_session_prefix,1586,0.830172,sparse_k,int8,109.744092,176.933778
H5,0.5,145.466,0.002,72733,UGg8d44_47:session_prefix,sharegpt_session_prefix,1505,0.86954,sparse_k,int8,102.876098,165.471654
H5,0.5,145.466,0.002,72733,fud9GZG_7:session_prefix,sharegpt_session_prefix,1481,0.86954,sparse_k,int8,100.837326,162.125614
H5,0.5,145.466,0.002,72733,idMLILF_0:session_prefix,sharegpt_session_prefix,1457,0.86954,sparse_k,int8,98.812808,158.802498
H5,0.5,145.466,0.002,72733,VY7cMKG_0:session_prefix,sharegpt_session_prefix,1437,0.86954,sparse_k,int8,97.1366,156.050746
H5,0.5,145.466,0.002,72733,fcxU0TT_0:session_prefix,sharegpt_session_prefix,1355,0.86954,sparse_k,int8,90.367641,144.934998
H5,0.5,145.466,0.002,72733,J410gdS_38:session_prefix,sharegpt_session_prefix,1694,0.68477,sparse_k,int8,118.87526,192.622787
